"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneLocus","geneType","geneSymbol"
NA,1,1,4,"Rv1365c","CDS","rsfA"
NA,NA,NA,2,"Rv1366A","CDS","Rv1366A"
2,2,1,7,"Rv1366","CDS","Rv1366"
2,5,4,16,"Rv1367c","CDS","Rv1367c"
1,5,NA,16,"Rv1368","CDS","lprF"
1,5,4,6,"Rv1369c","CDS","Rv1369c"
NA,1,1,2,"Rv1370c","CDS","Rv1370c"
3,7,5,11,"Rv1371","CDS","Rv1371"
1,4,2,14,"Rv1372","CDS","Rv1372"
4,7,1,11,"Rv1373","CDS","Rv1373"
3,4,2,1,"Rv1374c","CDS","Rv1374c"
1,7,4,14,"Rv1375","CDS","Rv1375"
NA,10,3,18,"Rv1376","CDS","Rv1376"
NA,5,1,7,"Rv1377c","CDS","Rv1377c"
1,9,2,16,"Rv1378c","CDS","Rv1378c"
NA,2,1,8,"Rv1379","CDS","pyrR"
NA,5,2,7,"Rv1380","CDS","pyrB"
NA,13,1,11,"Rv1381","CDS","pyrC"
1,3,NA,4,"Rv1382","CDS","Rv1382"
1,4,1,15,"Rv1383","CDS","carA"
NA,18,4,39,"Rv1384","CDS","carB"
NA,10,1,7,"Rv1385","CDS","pyrF"
1,1,NA,2,"Rv1386","CDS","PE15"
5,12,3,21,"Rv1387","CDS","PPE20"
1,4,3,5,"Rv1388","CDS","mihF"
2,3,2,8,"Rv1389","CDS","gmk"
NA,2,NA,6,"Rv1390","CDS","rpoZ"
NA,8,1,11,"Rv1391","CDS","dfp"
NA,7,1,12,"Rv1392","CDS","metK"
1,14,2,10,"Rv1393c","CDS","Rv1393c"
3,7,1,14,"Rv1394c","CDS","cyp132"
1,2,1,14,"Rv1395","CDS","Rv1395"
NA,8,NA,6,"Rv1396c","CDS","PE_PGRS25"
NA,1,3,3,"Rv1397c","CDS","vapC10"
NA,NA,NA,2,"Rv1398c","CDS","vapB10"
2,9,1,17,"Rv1399c","CDS","nlhH"
2,13,3,12,"Rv1400c","CDS","lipI"
2,3,2,5,"Rv1401","CDS","Rv1401"
2,14,4,29,"Rv1402","CDS","priA"
NA,4,1,11,"Rv1403c","CDS","Rv1403c"
NA,2,1,6,"Rv1404","CDS","Rv1404"
2,3,2,7,"Rv1405c","CDS","Rv1405c"
NA,9,4,21,"Rv1406","CDS","fmt"
2,7,4,19,"Rv1407","CDS","fmu"
1,2,2,11,"Rv1408","CDS","rpe"
1,4,3,13,"Rv1409","CDS","ribG"
NA,6,NA,18,"Rv1410c","CDS","Rv1410c"
NA,6,2,9,"Rv1411c","CDS","lprG"
NA,3,NA,3,"Rv1412","CDS","ribC"
NA,3,2,1,"Rv1413","CDS","Rv1413"
NA,2,NA,5,"Rv1414","CDS","Rv1414"
2,7,NA,7,"Rv1415","CDS","ribA2"
NA,NA,1,6,"Rv1416","CDS","ribH"
2,1,NA,4,"Rv1417","CDS","Rv1417"
2,5,1,7,"Rv1418","CDS","lprH"
1,6,NA,5,"Rv1419","CDS","Rv1419"
2,9,4,21,"Rv1420","CDS","uvrC"
NA,1,1,9,"Rv1421","CDS","Rv1421"
3,5,NA,18,"Rv1422","CDS","Rv1422"
1,4,NA,5,"Rv1423","CDS","whiA"
2,4,6,14,"Rv1424c","CDS","Rv1424c"
NA,11,6,19,"Rv1425","CDS","Rv1425"
1,9,5,19,"Rv1426c","CDS","lipO"
NA,11,3,13,"Rv1427c","CDS","fadD12"
3,4,1,13,"Rv1428c","CDS","Rv1428c"
NA,9,2,7,"Rv1429","CDS","Rv1429"
NA,14,3,24,"Rv1430","CDS","PE16"
1,16,8,15,"Rv1431","CDS","Rv1431"
NA,9,4,15,"Rv1432","CDS","Rv1432"
1,6,3,14,"Rv1433","CDS","Rv1433"
2,1,NA,1,"Rv1434","CDS","Rv1434"
4,7,4,26,"Rv1435c","CDS","Rv1435c"
1,2,1,8,"Rv1436","CDS","gap"
NA,7,1,10,"Rv1437","CDS","pgk"
NA,NA,2,8,"Rv1438","CDS","tpi"
1,1,3,5,"Rv1439c","CDS","Rv1439c"
NA,NA,NA,NA,"Rv1440","CDS","secG"
3,11,NA,3,"Rv1441c","CDS","PE_PGRS26"
2,15,2,36,"Rv1442","CDS","bisC"
2,2,1,6,"Rv1443c","CDS","Rv1443c"
NA,2,NA,3,"Rv1444c","CDS","Rv1444c"
NA,4,3,12,"Rv1445c","CDS","devB"
1,8,2,10,"Rv1446c","CDS","opcA"
NA,6,4,21,"Rv1447c","CDS","zwf2"
NA,4,1,6,"Rv1448c","CDS","tal"
1,17,NA,20,"Rv1449c","CDS","tkt"
5,23,4,10,"Rv1450c","CDS","PE_PGRS27"
NA,2,1,12,"Rv1451","CDS","ctaB"
1,15,2,5,"Rv1452c","CDS","PE_PGRS28"
4,9,3,10,"Rv1453","CDS","Rv1453"
1,3,4,10,"Rv1454c","CDS","qor"
NA,7,5,10,"Rv1455","CDS","Rv1455"
1,5,NA,10,"Rv1456c","CDS","Rv1456c"
NA,5,NA,9,"Rv1457c","CDS","Rv1457c"
NA,5,1,11,"Rv1458c","CDS","Rv1458c"
3,12,5,18,"Rv1459c","CDS","Rv1459c"
NA,7,1,8,"Rv1460","CDS","Rv1460"
3,14,4,19,"Rv1461","CDS","Rv1461"
NA,6,1,7,"Rv1462","CDS","Rv1462"
NA,9,1,5,"Rv1463","CDS","Rv1463"
NA,4,1,12,"Rv1464","CDS","csd"
NA,NA,1,5,"Rv1465","CDS","Rv1465"
NA,NA,NA,6,"Rv1466","CDS","Rv1466"
1,10,4,13,"Rv1467c","CDS","fadE15"
NA,8,NA,2,"Rv1468c","CDS","PE_PGRS29"
1,7,4,20,"Rv1469","CDS","ctpD"
1,2,NA,4,"Rv1470","CDS","trxA"
NA,2,NA,4,"Rv1471","CDS","trxB1"
NA,6,NA,8,"Rv1472","CDS","echA12"
NA,1,NA,1,"Rv1473A","CDS","Rv1473A"
NA,12,1,8,"Rv1473","CDS","Rv1473"
2,2,NA,1,"Rv1474c","CDS","Rv1474c"
1,18,6,33,"Rv1475c","CDS","acn"
1,5,3,8,"Rv1476","CDS","Rv1476"
1,11,2,14,"Rv1477","CDS","ripA"
1,8,1,8,"Rv1478","CDS","Rv1478"
1,8,3,17,"Rv1479","CDS","moxR1"
3,3,1,12,"Rv1480","CDS","Rv1480"
NA,5,2,14,"Rv1481","CDS","Rv1481"
NA,8,1,5,"Rv1482c","CDS","Rv1482c"
NA,2,3,3,"Rv1483","CDS","fabG1"
1,2,NA,10,"Rv1484","CDS","inhA"
3,7,2,17,"Rv1485","CDS","hemZ"
NA,8,4,8,"Rv1486c","CDS","Rv1486c"
1,1,NA,3,"Rv1487","CDS","Rv1487"
NA,5,NA,16,"Rv1488","CDS","Rv1488"
NA,1,NA,2,"Rv1489A","CDS","Rv1489A"
1,NA,1,8,"Rv1489","CDS","Rv1489"
NA,1,2,15,"Rv1490","CDS","Rv1490"
1,5,1,8,"Rv1491c","CDS","Rv1491c"
1,14,NA,23,"Rv1492","CDS","mutA"
NA,17,NA,21,"Rv1493","CDS","mutB"
NA,NA,NA,3,"Rv1494","CDS","mazE4"
NA,1,2,5,"Rv1495","CDS","mazF4"
1,1,2,9,"Rv1496","CDS","Rv1496"
NA,5,2,20,"Rv1497","CDS","lipL"
NA,1,NA,NA,"Rv1498A","CDS","Rv1498A"
NA,3,3,7,"Rv1498c","CDS","Rv1498c"
NA,1,3,6,"Rv1499","CDS","Rv1499"
3,4,3,6,"Rv1500","CDS","Rv1500"
3,5,NA,7,"Rv1501","CDS","Rv1501"
3,4,3,5,"Rv1502","CDS","Rv1502"
NA,2,1,4,"Rv1503c","CDS","Rv1503c"
NA,4,2,3,"Rv1504c","CDS","Rv1504c"
1,1,2,3,"Rv1505c","CDS","Rv1505c"
NA,1,2,NA,"Rv1506c","CDS","Rv1506c"
NA,2,1,5,"Rv1507A","CDS","Rv1507A"
1,3,NA,2,"Rv1507c","CDS","Rv1507c"
1,NA,1,7,"Rv1508A","CDS","Rv1508A"
6,14,8,21,"Rv1508c","CDS","Rv1508c"
1,4,3,7,"Rv1509","CDS","Rv1509"
1,7,3,7,"Rv1510","CDS","Rv1510"
NA,5,1,10,"Rv1511","CDS","gmdA"
1,3,3,15,"Rv1512","CDS","epiA"
NA,5,2,5,"Rv1513","CDS","Rv1513"
1,2,2,6,"Rv1514c","CDS","Rv1514c"
NA,4,3,5,"Rv1515c","CDS","Rv1515c"
1,11,2,11,"Rv1516c","CDS","Rv1516c"
NA,3,1,7,"Rv1517","CDS","Rv1517"
2,6,1,10,"Rv1518","CDS","Rv1518"
NA,NA,3,2,"Rv1519","CDS","Rv1519"
1,4,NA,13,"Rv1520","CDS","Rv1520"
1,11,5,22,"Rv1521","CDS","fadD25"
3,19,5,29,"Rv1522c","CDS","mmpL12"
1,8,NA,11,"Rv1523","CDS","Rv1523"
NA,10,1,15,"Rv1524","CDS","Rv1524"
1,3,1,8,"Rv1525","CDS","wbbL2"
3,9,2,19,"Rv1526c","CDS","Rv1526c"
2,53,17,51,"Rv1527c","CDS","pks5"
3,1,4,2,"Rv1528c","CDS","papA4"
4,12,9,17,"Rv1529","CDS","fadD24"
4,5,3,11,"Rv1530","CDS","adh"
NA,4,2,3,"Rv1531","CDS","Rv1531"
NA,2,NA,4,"Rv1532c","CDS","Rv1532c"
1,9,3,12,"Rv1533","CDS","Rv1533"
NA,NA,NA,3,"Rv1534","CDS","Rv1534"
1,3,NA,3,"Rv1535","CDS","Rv1535"
2,17,8,37,"Rv1536","CDS","ileS"
1,6,5,14,"Rv1537","CDS","dinX"
1,5,3,10,"Rv1538c","CDS","ansA"
2,2,1,10,"Rv1539","CDS","lspA"
NA,5,2,10,"Rv1540","CDS","Rv1540"
1,3,2,5,"Rv1541c","CDS","lprI"
NA,3,1,3,"Rv1542c","CDS","glbN"
NA,5,1,7,"Rv1543","CDS","Rv1543"
NA,5,4,9,"Rv1544","CDS","Rv1544"
1,2,NA,1,"Rv1545","CDS","Rv1545"
1,2,1,3,"Rv1546","CDS","Rv1546"
3,21,4,33,"Rv1547","CDS","dnaE1"
NA,2,NA,14,"Rv1548c","CDS","PPE21"
NA,4,NA,6,"Rv1549","CDS","fadD11.1"
2,14,4,9,"Rv1550","CDS","fadD11"
NA,7,1,12,"Rv1551","CDS","plsB1"
NA,12,3,13,"Rv1552","CDS","frdA"
2,6,1,10,"Rv1553","CDS","frdB"
NA,1,NA,3,"Rv1554","CDS","frdC"
NA,4,NA,2,"Rv1555","CDS","frdD"
2,7,NA,4,"Rv1556","CDS","Rv1556"
2,4,2,8,"Rv1557","CDS","mmpL6"
NA,NA,1,10,"Rv1558","CDS","Rv1558"
2,5,NA,14,"Rv1559","CDS","ilvA"
NA,NA,1,1,"Rv1560","CDS","vapB11"
NA,1,NA,1,"Rv1561","CDS","vapC11"
1,12,3,19,"Rv1562c","CDS","treZ"
5,18,6,15,"Rv1563c","CDS","treY"
1,11,3,24,"Rv1564c","CDS","treX"
4,16,9,26,"Rv1565c","CDS","Rv1565c"
2,10,1,13,"Rv1566c","CDS","Rv1566c"
NA,1,1,6,"Rv1567c","CDS","Rv1567c"
1,8,3,13,"Rv1568","CDS","bioA"
NA,4,NA,15,"Rv1569","CDS","bioF1"
NA,5,NA,6,"Rv1570","CDS","bioD"
NA,3,NA,10,"Rv1571","CDS","Rv1571"
NA,1,NA,1,"Rv1572c","CDS","Rv1572c"
NA,2,2,5,"Rv1573","CDS","Rv1573"
NA,NA,4,3,"Rv1574","CDS","Rv1574"
1,3,5,6,"Rv1575","CDS","Rv1575"
3,3,4,15,"Rv1576c","CDS","Rv1576c"
2,1,NA,4,"Rv1577c","CDS","Rv1577c"
1,2,2,12,"Rv1578c","CDS","Rv1578c"
1,3,1,2,"Rv1579c","CDS","Rv1579c"
NA,3,NA,4,"Rv1580c","CDS","Rv1580c"
1,5,2,3,"Rv1581c","CDS","Rv1581c"
3,8,3,8,"Rv1582c","CDS","Rv1582c"
2,2,NA,8,"Rv1583c","CDS","Rv1583c"
NA,3,NA,1,"Rv1584c","CDS","Rv1584c"
1,3,2,7,"Rv1585c","CDS","Rv1585c"
1,15,NA,9,"Rv1586c","CDS","Rv1586c"
5,12,4,10,"Rv1587c","CDS","Rv1587c"
6,3,6,6,"Rv1588c","CDS","Rv1588c"
NA,7,NA,9,"Rv1589","CDS","bioB"
NA,3,NA,2,"Rv1590","CDS","Rv1590"
2,1,4,11,"Rv1591","CDS","Rv1591"
1,12,6,18,"Rv1592c","CDS","Rv1592c"
1,5,5,6,"Rv1593c","CDS","Rv1593c"
NA,7,1,8,"Rv1594","CDS","nadA"
NA,6,NA,15,"Rv1595","CDS","nadB"
1,4,NA,5,"Rv1596","CDS","nadC"
NA,5,2,8,"Rv1597","CDS","Rv1597"
NA,3,1,6,"Rv1598c","CDS","Rv1598c"
1,3,4,16,"Rv1599","CDS","hisD"
4,7,3,13,"Rv1600","CDS","hisC1"
1,2,1,5,"Rv1601","CDS","hisB"
NA,1,1,7,"Rv1602","CDS","hisH"
NA,2,NA,4,"Rv1603","CDS","hisA"
1,1,4,11,"Rv1604","CDS","impA"
NA,1,1,8,"Rv1605","CDS","hisF"
NA,1,1,NA,"Rv1606","CDS","hisI"
1,6,2,9,"Rv1607","CDS","chaA"
2,3,NA,3,"Rv1608c","CDS","bcpB"
NA,6,3,18,"Rv1609","CDS","trpE"
NA,3,1,10,"Rv1610","CDS","Rv1610"
2,1,1,11,"Rv1611","CDS","trpC"
3,3,2,8,"Rv1612","CDS","trpB"
2,3,1,9,"Rv1613","CDS","trpA"
5,13,3,15,"Rv1614","CDS","lgt"
3,3,4,8,"Rv1615","CDS","Rv1615"
NA,1,3,6,"Rv1616","CDS","Rv1616"
NA,4,1,17,"Rv1617","CDS","pykA"
2,5,NA,12,"Rv1618","CDS","tesB1"
1,7,NA,14,"Rv1619","CDS","Rv1619"
1,11,1,13,"Rv1620c","CDS","cydC"
2,12,3,11,"Rv1621c","CDS","cydD"
3,5,2,10,"Rv1622c","CDS","cydB"
1,10,3,11,"Rv1623c","CDS","cydA"
2,1,3,4,"Rv1624c","CDS","Rv1624c"
1,8,4,10,"Rv1625c","CDS","cya"
1,3,2,3,"Rv1626","CDS","Rv1626"
NA,6,1,16,"Rv1627c","CDS","Rv1627c"
NA,4,4,10,"Rv1628c","CDS","Rv1628c"
1,18,1,18,"Rv1629","CDS","polA"
NA,7,NA,8,"Rv1630","CDS","rpsA"
NA,7,5,8,"Rv1631","CDS","coaE"
1,2,NA,5,"Rv1632c","CDS","Rv1632c"
NA,10,1,19,"Rv1633","CDS","uvrB"
NA,2,NA,17,"Rv1634","CDS","Rv1634"
1,17,2,16,"Rv1635c","CDS","Rv1635c"
1,NA,NA,4,"Rv1636","CDS","TB15.3"
1,5,NA,8,"Rv1637c","CDS","Rv1637c"
NA,1,1,6,"Rv1638A","CDS","Rv1638A"
NA,15,1,31,"Rv1638","CDS","uvrA"
4,8,6,23,"Rv1639c","CDS","Rv1639c"
3,18,4,33,"Rv1640c","CDS","lysX"
1,3,2,9,"Rv1641","CDS","infC"
NA,1,NA,1,"Rv1642","CDS","rpmI"
NA,2,NA,1,"Rv1643","CDS","rplT"
1,3,1,5,"Rv1644","CDS","tsnR"
NA,11,5,11,"Rv1645c","CDS","Rv1645c"
NA,8,6,12,"Rv1646","CDS","PE17"
4,6,2,11,"Rv1647","CDS","Rv1647"
1,3,2,5,"Rv1648","CDS","Rv1648"
3,6,1,11,"Rv1649","CDS","pheS"
3,22,5,42,"Rv1650","CDS","pheT"
3,12,5,16,"Rv1651c","CDS","PE_PGRS30"
1,8,NA,13,"Rv1652","CDS","argC"
1,4,NA,9,"Rv1653","CDS","argJ"
NA,6,NA,6,"Rv1654","CDS","argB"
NA,5,1,17,"Rv1655","CDS","argD"
NA,4,NA,9,"Rv1656","CDS","argF"
NA,4,NA,4,"Rv1657","CDS","argR"
NA,4,1,9,"Rv1658","CDS","argG"
NA,6,NA,14,"Rv1659","CDS","argH"
NA,7,1,14,"Rv1660","CDS","pks10"
3,21,2,72,"Rv1661","CDS","pks7"
8,16,10,45,"Rv1662","CDS","pks8"
3,6,4,11,"Rv1663","CDS","pks17"
2,15,5,26,"Rv1664","CDS","pks9"
2,10,2,8,"Rv1665","CDS","pks11"
1,14,4,8,"Rv1666c","CDS","cyp139"
NA,2,2,5,"Rv1667c","CDS","Rv1667c"
2,5,1,12,"Rv1668c","CDS","Rv1668c"
NA,1,1,4,"Rv1669","CDS","Rv1669"
NA,3,2,5,"Rv1670","CDS","Rv1670"
1,1,1,2,"Rv1671","CDS","Rv1671"
2,10,1,13,"Rv1672c","CDS","Rv1672c"
NA,7,2,9,"Rv1673c","CDS","Rv1673c"
1,3,NA,5,"Rv1674c","CDS","Rv1674c"
1,3,2,6,"Rv1675c","CDS","cmr"
2,4,NA,7,"Rv1676","CDS","Rv1676"
2,5,NA,7,"Rv1677","CDS","dsbF"
1,2,NA,8,"Rv1678","CDS","Rv1678"
1,6,3,10,"Rv1679","CDS","fadE16"
1,2,1,8,"Rv1680","CDS","Rv1680"
3,8,2,8,"Rv1681","CDS","moeX"
1,NA,4,3,"Rv1682","CDS","Rv1682"
4,9,6,38,"Rv1683","CDS","Rv1683"
NA,1,NA,5,"Rv1684","CDS","Rv1684"
1,3,1,11,"Rv1685c","CDS","Rv1685c"
NA,2,2,9,"Rv1686c","CDS","Rv1686c"
2,2,NA,6,"Rv1687c","CDS","Rv1687c"
NA,4,NA,10,"Rv1688","CDS","mpg"
1,6,2,5,"Rv1689","CDS","tyrS"
1,NA,NA,6,"Rv1690","CDS","lprJ"
1,3,1,6,"Rv1691","CDS","Rv1691"
NA,11,1,5,"Rv1692","CDS","Rv1692"
1,2,NA,1,"Rv1693","CDS","Rv1693"
1,2,2,8,"Rv1694","CDS","tlyA"
NA,4,1,8,"Rv1695","CDS","ppnK"
NA,3,1,6,"Rv1696","CDS","recN"
2,5,1,9,"Rv1697","CDS","Rv1697"
NA,3,NA,5,"Rv1698","CDS","mctB"
3,16,4,19,"Rv1699","CDS","pyrG"
2,3,4,2,"Rv1700","CDS","Rv1700"
2,1,1,8,"Rv1701","CDS","Rv1701"
1,23,3,4,"Rv1702c","CDS","Rv1702c"
NA,3,NA,4,"Rv1703c","CDS","Rv1703c"
1,7,6,15,"Rv1704c","CDS","cycA"
NA,8,3,21,"Rv1705c","CDS","PPE22"
NA,1,1,1,"Rv1706A","CDS","Rv1706A"
1,8,3,18,"Rv1706c","CDS","PPE23"
NA,7,4,8,"Rv1707","CDS","Rv1707"
3,6,3,13,"Rv1708","CDS","Rv1708"
NA,4,3,4,"Rv1709","CDS","scpA"
NA,5,2,5,"Rv1710","CDS","scpB"
1,4,NA,7,"Rv1711","CDS","Rv1711"
NA,1,NA,7,"Rv1712","CDS","cmk"
2,4,2,12,"Rv1713","CDS","engA"
NA,1,NA,7,"Rv1714","CDS","Rv1714"
NA,4,2,11,"Rv1715","CDS","fadB3"
NA,6,NA,13,"Rv1716","CDS","Rv1716"
NA,2,NA,4,"Rv1717","CDS","Rv1717"
NA,9,NA,11,"Rv1718","CDS","Rv1718"
1,3,NA,9,"Rv1719","CDS","Rv1719"
1,1,1,3,"Rv1720c","CDS","vapC12"
NA,1,NA,2,"Rv1721c","CDS","vapB12"
1,9,3,16,"Rv1722","CDS","Rv1722"
1,11,1,17,"Rv1723","CDS","Rv1723"
NA,1,4,2,"Rv1724c","CDS","Rv1724c"
3,8,4,5,"Rv1725c","CDS","Rv1725c"
NA,8,1,19,"Rv1726","CDS","Rv1726"
NA,4,NA,7,"Rv1727","CDS","Rv1727"
4,5,4,7,"Rv1728c","CDS","Rv1728c"
NA,5,2,11,"Rv1729c","CDS","Rv1729c"
6,8,NA,15,"Rv1730c","CDS","Rv1730c"
1,13,NA,18,"Rv1731","CDS","gabD2"
NA,6,1,9,"Rv1732c","CDS","Rv1732c"
1,1,1,8,"Rv1733c","CDS","Rv1733c"
1,1,1,1,"Rv1734c","CDS","Rv1734c"
NA,1,2,7,"Rv1735c","CDS","Rv1735c"
NA,5,3,29,"Rv1736c","CDS","narX"
NA,4,NA,19,"Rv1737c","CDS","narK2"
NA,1,NA,2,"Rv1738","CDS","Rv1738"
2,4,1,21,"Rv1739c","CDS","Rv1739c"
NA,1,NA,1,"Rv1740","CDS","vapB34"
1,2,NA,2,"Rv1741","CDS","vapC34"
1,3,1,12,"Rv1742","CDS","Rv1742"
NA,8,8,31,"Rv1743","CDS","pknE"
NA,NA,NA,NA,"Rv1744c","CDS","Rv1744c"
3,5,4,7,"Rv1745c","CDS","idi"
4,15,2,17,"Rv1746","CDS","pknF"
2,21,16,35,"Rv1747","CDS","Rv1747"
1,2,3,7,"Rv1748","CDS","Rv1748"
1,1,2,2,"Rv1749c","CDS","Rv1749c"
2,7,6,12,"Rv1750c","CDS","fadD1"
4,10,4,15,"Rv1751","CDS","Rv1751"
NA,4,3,3,"Rv1752","CDS","Rv1752"
10,28,14,52,"Rv1753c","CDS","PPE24"
7,15,11,34,"Rv1754c","CDS","Rv1754c"
6,12,4,11,"Rv1755c","CDS","plcD"
1,5,4,6,"Rv1756c","CDS","Rv1756c"
NA,1,1,2,"Rv1757c","CDS","Rv1757c"
NA,5,NA,11,"Rv1758","CDS","cut1"
1,7,2,5,"Rv1759c","CDS","wag22"
1,18,2,19,"Rv1760","CDS","Rv1760"
NA,3,NA,3,"Rv1761c","CDS","Rv1761c"
NA,3,2,3,"Rv1762c","CDS","Rv1762c"
NA,1,1,2,"Rv1763","CDS","Rv1763"
1,5,4,6,"Rv1764","CDS","Rv1764"
NA,2,NA,NA,"Rv1765A","CDS","Rv1765A"
1,6,1,11,"Rv1765c","CDS","Rv1765c"
NA,NA,NA,1,"Rv1766","CDS","Rv1766"
NA,2,1,2,"Rv1767","CDS","Rv1767"
1,7,NA,13,"Rv1768","CDS","PE_PGRS31"
NA,4,1,17,"Rv1769","CDS","Rv1769"
2,9,2,15,"Rv1770","CDS","Rv1770"
3,7,1,11,"Rv1771","CDS","Rv1771"
NA,3,1,1,"Rv1772","CDS","Rv1772"
1,2,1,6,"Rv1773c","CDS","Rv1773c"
4,7,4,14,"Rv1774","CDS","Rv1774"
NA,7,1,7,"Rv1775","CDS","Rv1775"
NA,NA,2,4,"Rv1776c","CDS","Rv1776c"
1,9,3,8,"Rv1777","CDS","cyp144"
2,2,3,7,"Rv1778c","CDS","Rv1778c"
4,9,9,19,"Rv1779c","CDS","Rv1779c"
NA,4,NA,6,"Rv1780","CDS","Rv1780"
3,16,6,24,"Rv1781c","CDS","malQ"
3,7,5,32,"Rv1782","CDS","eccB5"
6,27,7,58,"Rv1783","CDS","eccC5"
3,7,6,20,"Rv1785c","CDS","cyp143"
NA,2,1,2,"Rv1786","CDS","Rv1786"
2,2,3,19,"Rv1787","CDS","PPE25"
NA,1,1,1,"Rv1788","CDS","PE18"
4,8,3,22,"Rv1789","CDS","PPE26"
1,2,4,20,"Rv1790","CDS","PPE27"
NA,1,1,1,"Rv1791","CDS","PE19"
NA,NA,NA,1,"Rv1792","CDS","esxM"
NA,NA,NA,NA,"Rv1793","CDS","esxN"
3,3,2,6,"Rv1794","CDS","Rv1794"
1,5,2,19,"Rv1795","CDS","eccD5"
5,20,14,45,"Rv1796","CDS","mycP5"
NA,6,2,15,"Rv1797","CDS","eccE5"
2,7,1,15,"Rv1798","CDS","eccA5"
1,1,NA,4,"Rv1799","CDS","lppT"
1,10,10,30,"Rv1800","CDS","PPE28"
4,7,4,18,"Rv1801","CDS","PPE29"
NA,4,3,20,"Rv1802","CDS","PPE30"
2,6,2,5,"Rv1803c","CDS","PE_PGRS32"
NA,3,NA,3,"Rv1804c","CDS","Rv1804c"
2,NA,2,1,"Rv1805c","CDS","Rv1805c"
NA,NA,1,2,"Rv1806","CDS","PE20"
1,12,2,16,"Rv1807","CDS","PPE31"
2,4,6,17,"Rv1808","CDS","PPE32"
NA,11,4,20,"Rv1809","CDS","PPE33"
1,3,2,1,"Rv1810","CDS","Rv1810"
NA,3,1,3,"Rv1811","CDS","mgtC"
3,5,1,13,"Rv1812c","CDS","Rv1812c"
2,1,NA,3,"Rv1813c","CDS","Rv1813c"
1,3,3,10,"Rv1814","CDS","erg3"
NA,6,2,6,"Rv1815","CDS","Rv1815"
2,2,1,4,"Rv1816","CDS","Rv1816"
NA,9,3,15,"Rv1817","CDS","Rv1817"
1,4,1,5,"Rv1818c","CDS","PE_PGRS33"
2,13,2,14,"Rv1819c","CDS","bacA"
NA,7,7,19,"Rv1820","CDS","ilvG"
4,7,7,11,"Rv1821","CDS","secA2"
2,1,2,7,"Rv1822","CDS","pgsA2"
3,6,3,5,"Rv1823","CDS","Rv1823"
NA,1,1,4,"Rv1824","CDS","Rv1824"
4,4,4,6,"Rv1825","CDS","Rv1825"
NA,3,NA,2,"Rv1826","CDS","gcvH"
1,4,NA,4,"Rv1827","CDS","garA"
2,5,2,6,"Rv1828","CDS","Rv1828"
1,2,1,6,"Rv1829","CDS","Rv1829"
1,4,1,2,"Rv1830","CDS","Rv1830"
NA,1,NA,1,"Rv1831","CDS","Rv1831"
3,14,7,31,"Rv1832","CDS","gcvB"
NA,10,2,12,"Rv1833c","CDS","Rv1833c"
NA,3,4,15,"Rv1834","CDS","lipZ"
2,14,2,26,"Rv1835c","CDS","Rv1835c"
5,20,6,24,"Rv1836c","CDS","Rv1836c"
3,13,1,19,"Rv1837c","CDS","glcB"
NA,1,NA,4,"Rv1838c","CDS","vapC13"
NA,1,NA,2,"Rv1839c","CDS","vapB13"
NA,14,3,4,"Rv1840c","CDS","PE_PGRS34"
NA,2,NA,16,"Rv1841c","CDS","Rv1841c"
1,6,1,12,"Rv1842c","CDS","Rv1842c"
NA,6,5,13,"Rv1843c","CDS","guaB1"
NA,7,2,14,"Rv1844c","CDS","gnd1"
1,7,2,7,"Rv1845c","CDS","blaR"
NA,2,1,1,"Rv1846c","CDS","blaI"
1,3,1,4,"Rv1847","CDS","Rv1847"
NA,NA,NA,5,"Rv1848","CDS","ureA"
NA,4,NA,6,"Rv1849","CDS","ureB"
2,8,NA,26,"Rv1850","CDS","ureC"
NA,6,NA,4,"Rv1851","CDS","ureF"
NA,2,4,6,"Rv1852","CDS","ureG"
1,3,NA,6,"Rv1853","CDS","ureD"
1,8,3,9,"Rv1854c","CDS","ndh"
NA,5,4,8,"Rv1855c","CDS","Rv1855c"
2,3,1,4,"Rv1856c","CDS","Rv1856c"
NA,5,3,5,"Rv1857","CDS","modA"
2,1,NA,16,"Rv1858","CDS","modB"
5,5,2,13,"Rv1859","CDS","modC"
9,13,7,35,"Rv1860","CDS","apa"
NA,NA,NA,NA,"Rv1861","CDS","Rv1861"
1,6,3,13,"Rv1862","CDS","adhA"
NA,1,2,6,"Rv1863c","CDS","Rv1863c"
4,4,1,7,"Rv1864c","CDS","Rv1864c"
NA,2,2,8,"Rv1865c","CDS","Rv1865c"
4,20,6,31,"Rv1866","CDS","Rv1866"
1,13,4,15,"Rv1867","CDS","Rv1867"
2,9,6,26,"Rv1868","CDS","Rv1868"
1,7,3,8,"Rv1869c","CDS","Rv1869c"
NA,4,2,7,"Rv1870c","CDS","Rv1870c"
NA,3,1,3,"Rv1871c","CDS","Rv1871c"
4,6,3,11,"Rv1872c","CDS","lldD2"
NA,2,2,3,"Rv1873","CDS","Rv1873"
NA,3,5,5,"Rv1874","CDS","Rv1874"
1,2,2,3,"Rv1875","CDS","Rv1875"
NA,1,2,2,"Rv1876","CDS","bfrA"
2,11,5,20,"Rv1877","CDS","Rv1877"
3,7,1,12,"Rv1878","CDS","glnA3"
1,6,2,5,"Rv1879","CDS","Rv1879"
1,9,2,17,"Rv1880c","CDS","cyp140"
