"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneSymbol","geneType","geneLocus"
NA,NA,20,80,"Rv2979c","CDS","Rv2979c"
4.16666666666667,29.1666666666667,8.33333333333333,58.3333333333333,"Rv2980","CDS","Rv2980"
8.69565217391304,26.0869565217391,NA,65.2173913043478,"ddlA","CDS","Rv2981c"
NA,60,13.3333333333333,26.6666666666667,"gpdA2","CDS","Rv2982c"
NA,38.4615384615385,7.69230769230769,53.8461538461538,"Rv2983","CDS","Rv2983"
2.56410256410256,41.025641025641,12.8205128205128,43.5897435897436,"ppk1","CDS","Rv2984"
5,50,10,35,"mutT1","CDS","Rv2985"
7.14285714285714,42.8571428571429,NA,50,"hupB","CDS","Rv2986c"
10,50,NA,40,"leuD","CDS","Rv2987c"
NA,28,16,56,"leuC","CDS","Rv2988c"
15.3846153846154,15.3846153846154,23.0769230769231,46.1538461538462,"Rv2989","CDS","Rv2989"
NA,33.3333333333333,NA,66.6666666666667,"Rv2990c","CDS","Rv2990c"
NA,37.5,12.5,50,"Rv2991","CDS","Rv2991"
3.57142857142857,42.8571428571429,7.14285714285714,46.4285714285714,"gltS","CDS","Rv2992c"
NA,27.2727272727273,9.09090909090909,63.6363636363636,"Rv2993c","CDS","Rv2993c"
9.67741935483871,32.258064516129,19.3548387096774,38.7096774193548,"Rv2994","CDS","Rv2994"
NA,23.5294117647059,5.88235294117647,70.5882352941177,"leuB","CDS","Rv2995c"
4.16666666666667,25,8.33333333333333,62.5,"serA1","CDS","Rv2996c"
7.89473684210526,39.4736842105263,5.26315789473684,47.3684210526316,"Rv2997","CDS","Rv2997"
NA,25,75,NA,"Rv2998A","CDS","Rv2998A"
14.2857142857143,57.1428571428571,NA,28.5714285714286,"Rv2998","CDS","Rv2998"
5.26315789473684,26.3157894736842,10.5263157894737,57.8947368421053,"lppY","CDS","Rv2999"
NA,36.3636363636364,9.09090909090909,54.5454545454545,"Rv3000","CDS","Rv3000"
NA,53.3333333333333,NA,46.6666666666667,"ilvC","CDS","Rv3001c"
NA,16.6666666666667,NA,83.3333333333333,"ilvN","CDS","Rv3002c"
NA,25.5813953488372,11.6279069767442,62.7906976744186,"ilvB1","CDS","Rv3003c"
NA,25,NA,75,"cfp6","CDS","Rv3004"
15.7894736842105,26.3157894736842,10.5263157894737,47.3684210526316,"Rv3005c","CDS","Rv3005c"
5.12820512820513,41.025641025641,2.56410256410256,51.2820512820513,"lppZ","CDS","Rv3006"
8.33333333333333,50,NA,41.6666666666667,"Rv3007c","CDS","Rv3007c"
27.2727272727273,45.4545454545455,9.09090909090909,18.1818181818182,"Rv3008","CDS","Rv3008"
17.3913043478261,34.7826086956522,4.34782608695652,43.4782608695652,"gatB","CDS","Rv3009c"
7.69230769230769,23.0769230769231,7.69230769230769,61.5384615384615,"pfkA","CDS","Rv3010c"
NA,35.7142857142857,NA,64.2857142857143,"gatA","CDS","Rv3011c"
NA,20,NA,80,"gatC","CDS","Rv3012c"
NA,26.6666666666667,20,53.3333333333333,"Rv3013","CDS","Rv3013"
NA,38.8888888888889,5.55555555555556,55.5555555555556,"ligA","CDS","Rv3014c"
15,20,10,55,"Rv3015c","CDS","Rv3015c"
NA,33.3333333333333,22.2222222222222,44.4444444444444,"lpqA","CDS","Rv3016"
NA,NA,20,80,"esxQ","CDS","Rv3017c"
100,NA,NA,NA,"PE27A","CDS","Rv3018A"
3.2258064516129,12.9032258064516,9.67741935483871,74.1935483870968,"PPE46","CDS","Rv3018c"
NA,NA,NA,100,"esxR","CDS","Rv3019c"
NA,NA,NA,100,"esxS","CDS","Rv3020c"
4,8,12,76,"PPE47","CDS","Rv3021c"
25,NA,NA,75,"PE29","CDS","Rv3022A"
NA,14.2857142857143,NA,85.7142857142857,"PPE48","CDS","Rv3022c"
NA,56.25,6.25,37.5,"Rv3023c","CDS","Rv3023c"
11.1111111111111,22.2222222222222,5.55555555555556,61.1111111111111,"trmU","CDS","Rv3024c"
NA,33.3333333333333,6.66666666666667,60,"iscS","CDS","Rv3025c"
NA,23.8095238095238,28.5714285714286,47.6190476190476,"Rv3026c","CDS","Rv3026c"
4.34782608695652,17.3913043478261,17.3913043478261,60.8695652173913,"Rv3027c","CDS","Rv3027c"
7.14285714285714,7.14285714285714,7.14285714285714,78.5714285714286,"fixB","CDS","Rv3028c"
NA,33.3333333333333,11.1111111111111,55.5555555555556,"fixA","CDS","Rv3029c"
10.5263157894737,47.3684210526316,21.0526315789474,21.0526315789474,"Rv3030","CDS","Rv3030"
2.85714285714286,28.5714285714286,14.2857142857143,54.2857142857143,"Rv3031","CDS","Rv3031"
9.09090909090909,27.2727272727273,18.1818181818182,45.4545454545455,"Rv3032A","CDS","Rv3032A"
4.16666666666667,29.1666666666667,16.6666666666667,50,"Rv3032","CDS","Rv3032"
NA,71.4285714285714,14.2857142857143,14.2857142857143,"Rv3033","CDS","Rv3033"
NA,21.4285714285714,14.2857142857143,64.2857142857143,"Rv3034c","CDS","Rv3034c"
6.66666666666667,26.6666666666667,16.6666666666667,50,"Rv3035","CDS","Rv3035"
14.2857142857143,23.8095238095238,4.76190476190476,57.1428571428571,"TB22.2","CDS","Rv3036c"
5.55555555555556,50,NA,44.4444444444444,"Rv3037c","CDS","Rv3037c"
5.55555555555556,38.8888888888889,16.6666666666667,38.8888888888889,"Rv3038c","CDS","Rv3038c"
8.33333333333333,41.6666666666667,NA,50,"echA17","CDS","Rv3039c"
16.6666666666667,12.5,12.5,58.3333333333333,"Rv3040c","CDS","Rv3040c"
15.3846153846154,53.8461538461538,7.69230769230769,23.0769230769231,"Rv3041c","CDS","Rv3041c"
5.26315789473684,15.7894736842105,15.7894736842105,63.1578947368421,"serB2","CDS","Rv3042c"
5.40540540540541,35.1351351351351,NA,59.4594594594595,"ctaD","CDS","Rv3043c"
4.16666666666667,12.5,12.5,70.8333333333333,"fecB","CDS","Rv3044"
11.1111111111111,33.3333333333333,11.1111111111111,44.4444444444444,"adhC","CDS","Rv3045"
NA,33.3333333333333,NA,66.6666666666667,"Rv3046c","CDS","Rv3046c"
14.2857142857143,NA,14.2857142857143,71.4285714285714,"Rv3047c","CDS","Rv3047c"
NA,40,NA,60,"nrdF2","CDS","Rv3048c"
NA,44,4,52,"Rv3049c","CDS","Rv3049c"
6.25,62.5,NA,31.25,"Rv3050c","CDS","Rv3050c"
NA,36.3636363636364,9.09090909090909,54.5454545454545,"nrdE","CDS","Rv3051c"
NA,50,NA,50,"nrdI","CDS","Rv3052c"
NA,100,NA,NA,"nrdH","CDS","Rv3053c"
NA,NA,11.1111111111111,88.8888888888889,"Rv3054c","CDS","Rv3054c"
9.09090909090909,9.09090909090909,27.2727272727273,54.5454545454545,"Rv3055","CDS","Rv3055"
4.54545454545455,36.3636363636364,18.1818181818182,40.9090909090909,"dinP","CDS","Rv3056"
7.69230769230769,23.0769230769231,30.7692307692308,38.4615384615385,"Rv3057c","CDS","Rv3057c"
NA,20,20,60,"Rv3058c","CDS","Rv3058c"
2.77777777777778,25,8.33333333333333,63.8888888888889,"cyp136","CDS","Rv3059"
13.0434782608696,39.1304347826087,8.69565217391304,39.1304347826087,"Rv3060c","CDS","Rv3060c"
10.3448275862069,27.5862068965517,3.44827586206897,58.6206896551724,"fadE22","CDS","Rv3061c"
NA,11.5384615384615,11.5384615384615,76.9230769230769,"ligB","CDS","Rv3062"
4.76190476190476,23.8095238095238,19.047619047619,52.3809523809524,"cstA","CDS","Rv3063"
NA,33.3333333333333,11.1111111111111,55.5555555555556,"Rv3064c","CDS","Rv3064c"
NA,50,NA,50,"mmr","CDS","Rv3065"
NA,11.1111111111111,33.3333333333333,55.5555555555556,"Rv3066","CDS","Rv3066"
21.4285714285714,21.4285714285714,21.4285714285714,35.7142857142857,"Rv3067","CDS","Rv3067"
6.06060606060606,21.2121212121212,6.06060606060606,66.6666666666667,"pgmA","CDS","Rv3068c"
NA,28.5714285714286,57.1428571428571,14.2857142857143,"Rv3069","CDS","Rv3069"
NA,50,NA,50,"Rv3070","CDS","Rv3070"
18.75,18.75,18.75,43.75,"Rv3071","CDS","Rv3071"
10,20,10,60,"Rv3072c","CDS","Rv3072c"
NA,20,20,60,"Rv3073c","CDS","Rv3073c"
12,24,12,52,"Rv3074","CDS","Rv3074"
11.7647058823529,17.6470588235294,NA,70.5882352941177,"Rv3075c","CDS","Rv3075c"
14.2857142857143,42.8571428571429,14.2857142857143,28.5714285714286,"Rv3076","CDS","Rv3076"
2.12765957446809,23.4042553191489,12.7659574468085,61.7021276595745,"Rv3077","CDS","Rv3077"
NA,33.3333333333333,NA,66.6666666666667,"hab","CDS","Rv3078"
12,16,8,64,"Rv3079c","CDS","Rv3079c"
3.7037037037037,42.5925925925926,1.85185185185185,51.8518518518518,"pknK","CDS","Rv3080c"
10.5263157894737,36.8421052631579,15.7894736842105,36.8421052631579,"Rv3081","CDS","Rv3081"
NA,22.2222222222222,5.55555555555556,72.2222222222222,"virS","CDS","Rv3082c"
NA,36.3636363636364,NA,63.6363636363636,"Rv3083","CDS","Rv3083"
NA,30.4347826086957,13.0434782608696,56.5217391304348,"lipR","CDS","Rv3084"
NA,50,NA,50,"Rv3085","CDS","Rv3085"
NA,7.14285714285714,14.2857142857143,78.5714285714286,"adhD","CDS","Rv3086"
5.12820512820513,25.6410256410256,NA,69.2307692307692,"Rv3087","CDS","Rv3087"
NA,43.75,6.25,50,"tgs4","CDS","Rv3088"
7.40740740740741,37.037037037037,NA,55.5555555555556,"fadD13","CDS","Rv3089"
6.66666666666667,46.6666666666667,NA,46.6666666666667,"Rv3090","CDS","Rv3090"
4.8780487804878,29.2682926829268,2.4390243902439,63.4146341463415,"Rv3091","CDS","Rv3091"
NA,16.6666666666667,8.33333333333333,75,"Rv3092c","CDS","Rv3092c"
9.52380952380952,38.0952380952381,4.76190476190476,47.6190476190476,"Rv3093c","CDS","Rv3093c"
NA,18.75,18.75,62.5,"Rv3094c","CDS","Rv3094c"
8.33333333333333,16.6666666666667,41.6666666666667,33.3333333333333,"Rv3095","CDS","Rv3095"
NA,34.4827586206897,13.7931034482759,51.7241379310345,"Rv3096","CDS","Rv3096"
3.03030303030303,12.1212121212121,15.1515151515152,69.6969696969697,"lipY","CDS","Rv3097c"
16.6666666666667,16.6666666666667,16.6666666666667,50,"Rv3098A","CDS","Rv3098A"
9.09090909090909,9.09090909090909,18.1818181818182,63.6363636363636,"Rv3098c","CDS","Rv3098c"
NA,31.5789473684211,10.5263157894737,57.8947368421053,"Rv3099c","CDS","Rv3099c"
NA,NA,NA,100,"smpB","CDS","Rv3100c"
NA,50,NA,50,"ftsX","CDS","Rv3101c"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"ftsE","CDS","Rv3102c"
5.55555555555556,13.8888888888889,16.6666666666667,63.8888888888889,"Rv3103c","CDS","Rv3103c"
NA,40,NA,60,"Rv3104c","CDS","Rv3104c"
NA,38.4615384615385,7.69230769230769,53.8461538461538,"prfB","CDS","Rv3105c"
NA,46.6666666666667,10,43.3333333333333,"fprA","CDS","Rv3106"
3.2258064516129,16.1290322580645,16.1290322580645,64.5161290322581,"agpS","CDS","Rv3107c"
29.4117647058824,35.2941176470588,11.7647058823529,23.5294117647059,"Rv3108","CDS","Rv3108"
16.6666666666667,22.2222222222222,22.2222222222222,38.8888888888889,"moaA1","CDS","Rv3109"
50,25,25,NA,"moaB1","CDS","Rv3110"
16.6666666666667,16.6666666666667,NA,66.6666666666667,"moaC1","CDS","Rv3111"
50,NA,NA,50,"moaD1","CDS","Rv3112"
22.2222222222222,55.5555555555556,22.2222222222222,NA,"Rv3113","CDS","Rv3113"
NA,22.2222222222222,33.3333333333333,44.4444444444444,"Rv3114","CDS","Rv3114"
NA,56.25,6.25,37.5,"Rv3115","CDS","Rv3115"
8.69565217391304,34.7826086956522,8.69565217391304,47.8260869565217,"moeB2","CDS","Rv3116"
7.14285714285714,21.4285714285714,NA,71.4285714285714,"cysA3","CDS","Rv3117"
NA,75,NA,25,"sseC1","CDS","Rv3118"
12.5,25,12.5,50,"moaE1","CDS","Rv3119"
NA,40,20,40,"Rv3120","CDS","Rv3120"
3.03030303030303,24.2424242424242,15.1515151515152,57.5757575757576,"cyp141","CDS","Rv3121"
NA,30,10,60,"Rv3122","CDS","Rv3122"
16.6666666666667,16.6666666666667,11.1111111111111,55.5555555555556,"Rv3123","CDS","Rv3123"
21.4285714285714,21.4285714285714,28.5714285714286,28.5714285714286,"moaR1","CDS","Rv3124"
3.125,6.25,12.5,78.125,"PPE49","CDS","Rv3125c"
20,NA,40,40,"Rv3126c","CDS","Rv3126c"
11.5384615384615,26.9230769230769,3.84615384615385,57.6923076923077,"Rv3127","CDS","Rv3127"
NA,31.25,18.75,50,"Rv3128c","CDS","Rv3128c"
NA,NA,NA,100,"Rv3129","CDS","Rv3129"
11.5384615384615,26.9230769230769,7.69230769230769,53.8461538461538,"tgs1","CDS","Rv3130c"
NA,35.4838709677419,12.9032258064516,51.6129032258064,"Rv3131","CDS","Rv3131"
8,16,12,64,"devS","CDS","Rv3132c"
11.1111111111111,44.4444444444444,33.3333333333333,11.1111111111111,"devR","CDS","Rv3133c"
6.66666666666667,26.6666666666667,13.3333333333333,53.3333333333333,"Rv3134c","CDS","Rv3134c"
10,20,40,30,"PPE50","CDS","Rv3135"
15.3846153846154,15.3846153846154,NA,69.2307692307692,"Rv3136A","CDS","Rv3136A"
13.3333333333333,20,23.3333333333333,43.3333333333333,"PPE51","CDS","Rv3136"
NA,9.09090909090909,18.1818181818182,72.7272727272727,"Rv3137","CDS","Rv3137"
11.1111111111111,22.2222222222222,27.7777777777778,38.8888888888889,"pflA","CDS","Rv3138"
4.16666666666667,29.1666666666667,4.16666666666667,62.5,"fadE24","CDS","Rv3139"
NA,46.1538461538462,NA,53.8461538461538,"fadE23","CDS","Rv3140"
11.1111111111111,27.7777777777778,22.2222222222222,38.8888888888889,"fadB4","CDS","Rv3141"
NA,25,50,25,"Rv3142c","CDS","Rv3142c"
NA,50,NA,50,"Rv3143","CDS","Rv3143"
3.7037037037037,7.40740740740741,18.5185185185185,70.3703703703704,"PPE52","CDS","Rv3144c"
NA,66.6666666666667,NA,33.3333333333333,"nuoA","CDS","Rv3145"
NA,23.0769230769231,15.3846153846154,61.5384615384615,"nuoB","CDS","Rv3146"
13.0434782608696,30.4347826086957,NA,56.5217391304348,"nuoC","CDS","Rv3147"
NA,56.5217391304348,4.34782608695652,39.1304347826087,"nuoD","CDS","Rv3148"
NA,38.4615384615385,15.3846153846154,46.1538461538462,"nuoE","CDS","Rv3149"
3.7037037037037,25.9259259259259,11.1111111111111,59.2592592592593,"nuoF","CDS","Rv3150"
4,36,2,58,"nuoG","CDS","Rv3151"
3.7037037037037,33.3333333333333,11.1111111111111,51.8518518518518,"nuoH","CDS","Rv3152"
NA,27.7777777777778,5.55555555555556,66.6666666666667,"nuoI","CDS","Rv3153"
NA,77.7777777777778,NA,22.2222222222222,"nuoJ","CDS","Rv3154"
NA,NA,NA,100,"nuoK","CDS","Rv3155"
4.16666666666667,16.6666666666667,12.5,66.6666666666667,"nuoL","CDS","Rv3156"
5.55555555555556,25,8.33333333333333,61.1111111111111,"nuoM","CDS","Rv3157"
7.40740740740741,22.2222222222222,7.40740740740741,62.962962962963,"nuoN","CDS","Rv3158"
NA,11.1111111111111,22.2222222222222,66.6666666666667,"PPE53","CDS","Rv3159c"
7.14285714285714,21.4285714285714,7.14285714285714,64.2857142857143,"Rv3160c","CDS","Rv3160c"
5.26315789473684,26.3157894736842,21.0526315789474,47.3684210526316,"Rv3161c","CDS","Rv3161c"
NA,NA,12.5,87.5,"Rv3162c","CDS","Rv3162c"
4.34782608695652,13.0434782608696,13.0434782608696,69.5652173913043,"Rv3163c","CDS","Rv3163c"
16.6666666666667,16.6666666666667,11.1111111111111,55.5555555555556,"moxR3","CDS","Rv3164c"
NA,16.6666666666667,16.6666666666667,66.6666666666667,"Rv3165c","CDS","Rv3165c"
7.69230769230769,26.9230769230769,3.84615384615385,61.5384615384615,"Rv3166c","CDS","Rv3166c"
8.33333333333333,50,NA,41.6666666666667,"Rv3167c","CDS","Rv3167c"
4.34782608695652,26.0869565217391,8.69565217391304,60.8695652173913,"Rv3168","CDS","Rv3168"
3.7037037037037,22.2222222222222,18.5185185185185,55.5555555555556,"Rv3169","CDS","Rv3169"
NA,23.3333333333333,10,66.6666666666667,"aofH","CDS","Rv3170"
6.66666666666667,26.6666666666667,26.6666666666667,40,"hpx","CDS","Rv3171c"
20,20,30,30,"Rv3172c","CDS","Rv3172c"
NA,38.4615384615385,23.0769230769231,38.4615384615385,"Rv3173c","CDS","Rv3173c"
22.2222222222222,11.1111111111111,NA,66.6666666666667,"Rv3174","CDS","Rv3174"
9.09090909090909,39.3939393939394,15.1515151515152,36.3636363636364,"Rv3175","CDS","Rv3175"
5.55555555555556,33.3333333333333,22.2222222222222,38.8888888888889,"mesT","CDS","Rv3176c"
7.14285714285714,42.8571428571429,14.2857142857143,35.7142857142857,"Rv3177","CDS","Rv3177"
NA,16.6666666666667,25,58.3333333333333,"Rv3178","CDS","Rv3178"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"Rv3179","CDS","Rv3179"
NA,50,16.6666666666667,33.3333333333333,"Rv3180c","CDS","Rv3180c"
11.1111111111111,33.3333333333333,11.1111111111111,44.4444444444444,"Rv3181c","CDS","Rv3181c"
NA,16.6666666666667,16.6666666666667,66.6666666666667,"Rv3182","CDS","Rv3182"
NA,NA,NA,NA,"Rv3183","CDS","Rv3183"
NA,25,25,50,"Rv3184","CDS","Rv3184"
6.25,31.25,25,37.5,"Rv3185","CDS","Rv3185"
NA,25,25,50,"Rv3186","CDS","Rv3186"
6.25,31.25,25,37.5,"Rv3187","CDS","Rv3187"
25,50,NA,25,"Rv3188","CDS","Rv3188"
17.6470588235294,35.2941176470588,5.88235294117647,41.1764705882353,"Rv3189","CDS","Rv3189"
33.3333333333333,33.3333333333333,NA,33.3333333333333,"Rv3190A","CDS","Rv3190A"
8.33333333333333,25,25,41.6666666666667,"Rv3190c","CDS","Rv3190c"
16,28,12,44,"Rv3191c","CDS","Rv3191c"
NA,40,5,55,"Rv3192","CDS","Rv3192"
2.94117647058824,22.0588235294118,5.88235294117647,69.1176470588235,"Rv3193c","CDS","Rv3193c"
8.69565217391304,17.3913043478261,17.3913043478261,56.5217391304348,"Rv3194c","CDS","Rv3194c"
6.89655172413793,41.3793103448276,3.44827586206897,48.2758620689655,"Rv3195","CDS","Rv3195"
NA,NA,NA,100,"Rv3196A","CDS","Rv3196A"
12.5,33.3333333333333,12.5,41.6666666666667,"Rv3196","CDS","Rv3196"
NA,40,NA,60,"whiB7","CDS","Rv3197A"
3.84615384615385,38.4615384615385,11.5384615384615,46.1538461538462,"Rv3197","CDS","Rv3197"
NA,50,NA,50,"Rv3198A","CDS","Rv3198A"
5.88235294117647,32.3529411764706,14.7058823529412,47.0588235294118,"uvrD2","CDS","Rv3198c"
NA,16.6666666666667,22.2222222222222,61.1111111111111,"nudC","CDS","Rv3199c"
9.09090909090909,45.4545454545455,9.09090909090909,36.3636363636364,"Rv3200c","CDS","Rv3200c"
7.40740740740741,33.3333333333333,9.87654320987654,49.3827160493827,"Rv3201c","CDS","Rv3201c"
8.45070422535211,14.0845070422535,14.0845070422535,63.3802816901408,"Rv3202c","CDS","Rv3202c"
NA,45,15,40,"lipV","CDS","Rv3203"
NA,14.2857142857143,28.5714285714286,57.1428571428571,"Rv3204","CDS","Rv3204"
7.40740740740741,44.4444444444444,14.8148148148148,33.3333333333333,"Rv3205c","CDS","Rv3205c"
4.54545454545455,27.2727272727273,13.6363636363636,54.5454545454545,"moeB1","CDS","Rv3206c"
4,36,8,52,"Rv3207c","CDS","Rv3207c"
NA,50,NA,50,"TB9.4","CDS","Rv3208A"
11.1111111111111,22.2222222222222,11.1111111111111,55.5555555555556,"Rv3208","CDS","Rv3208"
11.5384615384615,15.3846153846154,19.2307692307692,53.8461538461538,"Rv3209","CDS","Rv3209"
11.1111111111111,33.3333333333333,22.2222222222222,33.3333333333333,"Rv3210c","CDS","Rv3210c"
NA,43.3333333333333,13.3333333333333,43.3333333333333,"rhlE","CDS","Rv3211"
3.57142857142857,10.7142857142857,17.8571428571429,67.8571428571429,"Rv3212","CDS","Rv3212"
NA,33.3333333333333,NA,66.6666666666667,"Rv3213c","CDS","Rv3213c"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"gpm2","CDS","Rv3214"
10.3448275862069,20.6896551724138,34.4827586206897,34.4827586206897,"entC","CDS","Rv3215"
11.1111111111111,11.1111111111111,11.1111111111111,66.6666666666667,"Rv3216","CDS","Rv3216"
37.5,NA,NA,62.5,"Rv3217c","CDS","Rv3217c"
NA,42.8571428571429,14.2857142857143,42.8571428571429,"Rv3218","CDS","Rv3218"
NA,NA,NA,100,"whiB1","CDS","Rv3219"
NA,16.6666666666667,NA,83.3333333333333,"Rv3220c","CDS","Rv3220c"
NA,40,NA,60,"rshA","CDS","Rv3221A"
NA,100,NA,NA,"TB7.3","CDS","Rv3221c"
NA,14.2857142857143,57.1428571428571,28.5714285714286,"Rv3222c","CDS","Rv3222c"
10,20,NA,70,"sigH","CDS","Rv3223c"
33.3333333333333,16.6666666666667,16.6666666666667,33.3333333333333,"Rv3224A","CDS","Rv3224A"
20,60,NA,20,"Rv3224B","CDS","Rv3224B"
NA,16.6666666666667,27.7777777777778,55.5555555555556,"Rv3224","CDS","Rv3224"
3.33333333333333,30,10,56.6666666666667,"Rv3225c","CDS","Rv3225c"
7.40740740740741,25.9259259259259,11.1111111111111,55.5555555555556,"Rv3226c","CDS","Rv3226c"
3.125,25,15.625,56.25,"aroA","CDS","Rv3227"
4.16666666666667,37.5,8.33333333333333,50,"Rv3228","CDS","Rv3228"
NA,14.2857142857143,7.14285714285714,78.5714285714286,"desA3","CDS","Rv3229c"
NA,43.4782608695652,8.69565217391304,47.8260869565217,"Rv3230c","CDS","Rv3230c"
NA,22.2222222222222,22.2222222222222,55.5555555555556,"Rv3231c","CDS","Rv3231c"
NA,27.7777777777778,22.2222222222222,50,"ppk2","CDS","Rv3232c"
9.09090909090909,9.09090909090909,NA,81.8181818181818,"Rv3233c","CDS","Rv3233c"
NA,11.7647058823529,17.6470588235294,70.5882352941177,"tgs3","CDS","Rv3234c"
9.09090909090909,27.2727272727273,4.54545454545455,59.0909090909091,"Rv3235","CDS","Rv3235"
7.14285714285714,14.2857142857143,NA,78.5714285714286,"Rv3236c","CDS","Rv3236c"
NA,12.5,NA,87.5,"Rv3237c","CDS","Rv3237c"
NA,18.1818181818182,9.09090909090909,72.7272727272727,"Rv3238c","CDS","Rv3238c"
8.47457627118644,18.6440677966102,11.864406779661,61.0169491525424,"Rv3239c","CDS","Rv3239c"
NA,36.3636363636364,6.06060606060606,57.5757575757576,"secA1","CDS","Rv3240c"
9.09090909090909,9.09090909090909,18.1818181818182,63.6363636363636,"Rv3241c","CDS","Rv3241c"
15.3846153846154,7.69230769230769,15.3846153846154,61.5384615384615,"Rv3242c","CDS","Rv3242c"
4.54545454545455,22.7272727272727,9.09090909090909,63.6363636363636,"Rv3243c","CDS","Rv3243c"
2.22222222222222,24.4444444444444,6.66666666666667,66.6666666666667,"lpqB","CDS","Rv3244c"
3.2258064516129,25.8064516129032,9.67741935483871,61.2903225806452,"mtrB","CDS","Rv3245c"
7.14285714285714,35.7142857142857,7.14285714285714,50,"mtrA","CDS","Rv3246c"
12.5,37.5,25,25,"tmk","CDS","Rv3247c"
10,50,NA,40,"sahH","CDS","Rv3248c"
9.09090909090909,36.3636363636364,9.09090909090909,45.4545454545455,"Rv3249c","CDS","Rv3249c"
NA,33.3333333333333,NA,66.6666666666667,"rubB","CDS","Rv3250c"
NA,25,25,50,"rubA","CDS","Rv3251c"
NA,40.7407407407407,NA,59.2592592592593,"alkB","CDS","Rv3252c"
11.1111111111111,22.2222222222222,5.55555555555556,61.1111111111111,"Rv3253c","CDS","Rv3253c"
9.375,28.125,9.375,53.125,"Rv3254","CDS","Rv3254"
9.67741935483871,32.258064516129,9.67741935483871,48.3870967741936,"manA","CDS","Rv3255c"
5.26315789473684,26.3157894736842,NA,68.4210526315789,"Rv3256c","CDS","Rv3256c"
NA,25,10,65,"pmmA","CDS","Rv3257c"
5.26315789473684,52.6315789473684,10.5263157894737,31.5789473684211,"Rv3258c","CDS","Rv3258c"
NA,14.2857142857143,21.4285714285714,64.2857142857143,"Rv3259","CDS","Rv3259"
12.5,25,12.5,50,"whiB2","CDS","Rv3260c"
6.25,25,NA,68.75,"fbiA","CDS","Rv3261"
6.89655172413793,34.4827586206897,13.7931034482759,44.8275862068966,"fbiB","CDS","Rv3262"
15.1515151515152,18.1818181818182,18.1818181818182,48.4848484848485,"Rv3263","CDS","Rv3263"
4.76190476190476,38.0952380952381,4.76190476190476,52.3809523809524,"manB","CDS","Rv3264c"
NA,36.3636363636364,NA,63.6363636363636,"wbbL1","CDS","Rv3265c"
6.25,37.5,6.25,50,"rmlD","CDS","Rv3266c"
11.5384615384615,26.9230769230769,11.5384615384615,50,"Rv3267","CDS","Rv3267"
NA,42.8571428571429,7.14285714285714,50,"Rv3268","CDS","Rv3268"
NA,33.3333333333333,33.3333333333333,33.3333333333333,"Rv3269","CDS","Rv3269"
3.7037037037037,22.2222222222222,11.1111111111111,62.962962962963,"ctpC","CDS","Rv3270"
NA,75,NA,25,"Rv3271c","CDS","Rv3271c"
12.9032258064516,41.9354838709677,12.9032258064516,32.258064516129,"Rv3272","CDS","Rv3272"
NA,31.8181818181818,6.81818181818182,61.3636363636364,"Rv3273","CDS","Rv3273"
NA,46.6666666666667,NA,53.3333333333333,"fadE25","CDS","Rv3274c"
15.3846153846154,23.0769230769231,NA,61.5384615384615,"purE","CDS","Rv3275c"
4,36,12,48,"purK","CDS","Rv3276c"
NA,66.6666666666667,11.1111111111111,22.2222222222222,"Rv3277","CDS","Rv3277"
11.1111111111111,22.2222222222222,11.1111111111111,55.5555555555556,"Rv3278c","CDS","Rv3278c"
7.69230769230769,38.4615384615385,7.69230769230769,46.1538461538462,"birA","CDS","Rv3279c"
NA,40.7407407407407,7.40740740740741,51.8518518518518,"accD5","CDS","Rv3280"
20,35,NA,45,"accE5","CDS","Rv3281"
22.2222222222222,NA,22.2222222222222,55.5555555555556,"Rv3282","CDS","Rv3282"
4.76190476190476,52.3809523809524,9.52380952380952,33.3333333333333,"sseA","CDS","Rv3283"
NA,35.7142857142857,14.2857142857143,50,"Rv3284","CDS","Rv3284"
5.71428571428571,34.2857142857143,NA,60,"accA3","CDS","Rv3285"
20,20,NA,60,"sigF","CDS","Rv3286c"
NA,NA,NA,NA,"rsbW","-10_signal","Rv3287c"
NA,NA,NA,NA,"rsbW","-35_signal","Rv3287c"
NA,40,NA,60,"rsbW","CDS","Rv3287c"
33.3333333333333,33.3333333333333,11.1111111111111,22.2222222222222,"usfY","CDS","Rv3288c"
NA,12.5,12.5,75,"Rv3289c","CDS","Rv3289c"
NA,23.0769230769231,19.2307692307692,57.6923076923077,"lat","CDS","Rv3290c"
16.6666666666667,33.3333333333333,33.3333333333333,16.6666666666667,"lrpA","CDS","Rv3291c"
8.33333333333333,29.1666666666667,16.6666666666667,45.8333333333333,"Rv3292","CDS","Rv3292"
NA,12.5,16.6666666666667,70.8333333333333,"pcd","CDS","Rv3293"
11.7647058823529,35.2941176470588,17.6470588235294,35.2941176470588,"Rv3294c","CDS","Rv3294c"
27.2727272727273,18.1818181818182,9.09090909090909,45.4545454545455,"Rv3295","CDS","Rv3295"
6.18556701030928,28.8659793814433,8.24742268041237,56.701030927835,"lhr","CDS","Rv3296"
9.09090909090909,18.1818181818182,9.09090909090909,63.6363636363636,"nei","CDS","Rv3297"
